calibration_id,level_name,nominal_value,back_calculated,percent_deviation,included
CAL-R00188,STD7,56.69,55.2989,-2.454,1
CAL-R00188,STD8,124.7179,128.4521,2.994,1
CAL-R00189,STD1,2.0,2.0428,2.141,1
CAL-R00189,STD2,4.4,4.7784,8.601,1
CAL-R00189,STD3,9.68,10.1473,4.827,1
CAL-R00189,STD4,21.296,22.8667,7.376,1
CAL-R00189,STD5,46.8512,47.6057,1.61,1
CAL-R00189,STD6,103.0726,110.5403,7.245,1
CAL-R00189,STD7,226.7598,250.6994,10.557,1
CAL-R00189,STD8,498.8716,513.3676,2.906,1
CAL-R00190,STD1,1.0,1.0067,0.666,1
CAL-R00190,STD2,2.2,2.1196,-3.656,1
CAL-R00190,STD3,4.84,4.8199,-0.415,1
CAL-R00190,STD4,10.648,11.4243,7.29,1
CAL-R00190,STD5,23.4256,23.742,1.351,1
CAL-R00190,STD6,51.5363,52.5037,1.877,1
CAL-R00190,STD7,113.3799,110.4915,-2.548,1
CAL-R00190,STD8,249.4358,257.0377,3.048,1
CAL-R00191,STD1,0.5,0.4687,-6.261,1
CAL-R00191,STD2,1.1,1.0858,-1.291,1
CAL-R00191,STD3,2.42,2.2504,-7.01,1
CAL-R00191,STD4,5.324,5.041,-5.315,1
CAL-R00191,STD5,11.7128,10.8764,-7.141,1
CAL-R00191,STD6,25.7682,24.9707,-3.095,1
CAL-R00191,STD7,56.69,51.9567,-8.349,1
CAL-R00191,STD8,124.7179,118.7442,-4.79,1
CAL-R00192,STD1,2.0,2.1411,7.057,1
CAL-R00192,STD2,4.4,4.7042,6.913,1
CAL-R00192,STD3,9.68,10.6151,9.66,1
CAL-R00192,STD4,21.296,21.2687,-0.128,1
CAL-R00192,STD5,46.8512,52.9198,12.953,1
CAL-R00192,STD6,103.0726,105.4821,2.338,1
CAL-R00192,STD7,226.7598,247.9501,9.345,1
CAL-R00192,STD8,498.8716,493.0538,-1.166,1
CAL-R00193,STD1,1.0,0.989,-1.104,1
CAL-R00193,STD2,2.2,2.2601,2.731,1
CAL-R00193,STD3,4.84,4.7615,-1.622,1
CAL-R00193,STD4,10.648,10.5737,-0.698,1
CAL-R00193,STD5,23.4256,23.8328,1.738,1
CAL-R00193,STD6,51.5363,52.1262,1.145,1
CAL-R00193,STD7,113.3799,117.2562,3.419,1
CAL-R00193,STD8,249.4358,255.5527,2.452,1
CAL-R00194,STD1,0.5,0.4779,-4.417,1
CAL-R00194,STD2,1.1,1.1104,0.943,1
CAL-R00194,STD3,2.42,2.5105,3.742,1
CAL-R00194,STD4,5.324,5.4544,2.45,1
CAL-R00194,STD5,11.7128,12.0744,3.087,1
CAL-R00194,STD6,25.7682,26.0065,0.925,1
CAL-R00194,STD7,56.69,59.7953,5.478,1
CAL-R00194,STD8,124.7179,118.6556,-4.861,1
CAL-R00195,STD1,2.0,2.0784,3.922,1
CAL-R00195,STD2,4.4,4.9481,12.458,1
CAL-R00195,STD3,9.68,10.4111,7.553,1
CAL-R00195,STD4,21.296,23.5252,10.468,1
CAL-R00195,STD5,46.8512,52.5051,12.068,1
CAL-R00195,STD6,103.0726,111.2602,7.943,1
CAL-R00195,STD7,226.7598,231.8888,2.262,1
CAL-R00195,STD8,498.8716,563.9985,13.055,1
CAL-R00196,STD1,1.0,0.9916,-0.842,1
CAL-R00196,STD2,2.2,2.29,4.091,1
CAL-R00196,STD3,4.84,4.6936,-3.025,1
CAL-R00196,STD4,10.648,10.9468,2.806,1
CAL-R00196,STD5,23.4256,22.8678,-2.381,1
CAL-R00196,STD6,51.5363,48.7032,-5.497,1
CAL-R00196,STD7,113.3799,112.8307,-0.484,1
CAL-R00196,STD8,249.4358,244.9446,-1.801,1
CAL-R00197,STD1,0.5,0.506,1.204,1
CAL-R00197,STD2,1.1,1.0856,-1.311,1
CAL-R00197,STD3,2.42,2.3859,-1.407,1
CAL-R00197,STD4,5.324,5.279,-0.844,1
CAL-R00197,STD5,11.7128,12.004,2.486,1
CAL-R00197,STD6,25.7682,25.2572,-1.983,1
CAL-R00197,STD7,56.69,56.4387,-0.443,1
CAL-R00197,STD8,124.7179,129.8106,4.083,1
CAL-R00198,STD1,2.0,2.2288,11.442,1
CAL-R00198,STD2,4.4,4.6047,4.653,1
CAL-R00198,STD3,9.68,10.3426,6.845,1
CAL-R00198,STD4,21.296,23.3241,9.523,1
CAL-R00198,STD5,46.8512,51.1064,9.082,1
CAL-R00198,STD6,103.0726,108.6797,5.44,1
CAL-R00198,STD7,226.7598,242.2725,6.841,1
CAL-R00198,STD8,498.8716,550.0788,10.265,1
CAL-R00199,STD1,1.0,0.999,-0.102,1
CAL-R00199,STD2,2.2,2.1914,-0.391,1
CAL-R00199,STD3,4.84,4.7787,-1.266,1
CAL-R00199,STD4,10.648,10.7989,1.417,1
CAL-R00199,STD5,23.4256,24.9449,6.486,1
CAL-R00199,STD6,51.5363,48.8598,-5.193,1
CAL-R00199,STD7,113.3799,110.6496,-2.408,1
CAL-R00199,STD8,249.4358,252.1297,1.08,1
CAL-R00200,STD1,0.5,0.4699,-6.011,1
CAL-R00200,STD2,1.1,1.0707,-2.661,1
CAL-R00200,STD3,2.42,2.1803,-9.907,1
CAL-R00200,STD4,5.324,5.039,-5.353,1
CAL-R00200,STD5,11.7128,10.868,-7.213,1
CAL-R00200,STD6,25.7682,24.0663,-6.605,1
CAL-R00200,STD7,56.69,55.1249,-2.761,1
CAL-R00200,STD8,124.7179,117.3343,-5.92,1
CAL-R00201,STD1,2.0,2.1101,5.505,1
CAL-R00201,STD2,4.4,4.567,3.795,1
CAL-R00201,STD3,9.68,10.1626,4.986,1
CAL-R00201,STD4,21.296,23.4047,9.902,1
CAL-R00201,STD5,46.8512,51.1616,9.2,1
CAL-R00201,STD6,103.0726,105.8967,2.74,1
CAL-R00201,STD7,226.7598,235.4458,3.83,1
CAL-R00201,STD8,498.8716,525.767,5.391,1
CAL-R00202,STD1,1.0,1.0131,1.308,1
CAL-R00202,STD2,2.2,2.3247,5.666,1
CAL-R00202,STD3,4.84,4.982,2.933,1
CAL-R00202,STD4,10.648,10.8164,1.582,1
CAL-R00202,STD5,23.4256,22.4328,-4.238,1
CAL-R00202,STD6,51.5363,50.4175,-2.171,1
CAL-R00202,STD7,113.3799,111.1721,-1.947,1
CAL-R00202,STD8,249.4358,249.7001,0.106,1
CAL-R00203,STD1,0.5,0.5051,1.02,1
CAL-R00203,STD2,1.1,1.1021,0.194,1
CAL-R00203,STD3,2.42,2.3791,-1.688,1
CAL-R00203,STD4,5.324,5.6224,5.604,1
CAL-R00203,STD5,11.7128,11.6979,-0.127,1
CAL-R00203,STD6,25.7682,26.3288,2.176,1
CAL-R00203,STD7,56.69,58.538,3.26,1
CAL-R00203,STD8,124.7179,124.1383,-0.465,1
CAL-R00204,STD1,2.0,2.0789,3.947,1
CAL-R00204,STD2,4.4,4.38,-0.454,1
CAL-R00204,STD3,9.68,10.4013,7.451,1
CAL-R00204,STD4,21.296,22.8169,7.142,1
CAL-R00204,STD5,46.8512,48.0332,2.523,1
CAL-R00204,STD6,103.0726,108.323,5.094,1
CAL-R00204,STD7,226.7598,243.8537,7.538,1
CAL-R00204,STD8,498.8716,551.58,10.566,1
CAL-R00205,STD1,1.0,1.0158,1.576,1
CAL-R00205,STD2,2.2,2.1709,-1.323,1
CAL-R00205,STD3,4.84,4.5918,-5.127,1
CAL-R00205,STD4,10.648,10.5941,-0.506,1
CAL-R00205,STD5,23.4256,22.5812,-3.604,1
CAL-R00205,STD6,51.5363,52.3362,1.552,1
CAL-R00205,STD7,113.3799,115.3549,1.742,1
CAL-R00205,STD8,249.4358,235.7967,-5.468,1
CAL-R00206,STD1,0.5,0.5216,4.322,1
CAL-R00206,STD2,1.1,1.1604,5.493,1
CAL-R00206,STD3,2.42,2.2095,-8.699,1
CAL-R00206,STD4,5.324,5.4544,2.448,1
CAL-R00206,STD5,11.7128,11.7522,0.336,1
CAL-R00206,STD6,25.7682,25.8168,0.189,1
CAL-R00206,STD7,56.69,54.734,-3.45,1
CAL-R00206,STD8,124.7179,118.4244,-5.046,1
CAL-R00207,STD1,2.0,2.0328,1.64,1
CAL-R00207,STD2,4.4,4.5122,2.55,1
CAL-R00207,STD3,9.68,10.0113,3.422,1
CAL-R00207,STD4,21.296,21.6759,1.784,1
CAL-R00207,STD5,46.8512,49.7328,6.15,1
CAL-R00207,STD6,103.0726,110.3352,7.046,1
CAL-R00207,STD7,226.7598,236.4548,4.275,1
CAL-R00207,STD8,498.8716,548.1548,9.879,1
CAL-R00208,STD1,1.0,0.9646,-3.541,1
CAL-R00208,STD2,2.2,2.2334,1.519,1
CAL-R00208,STD3,4.84,4.845,0.104,1
CAL-R00208,STD4,10.648,11.0973,4.219,1
CAL-R00208,STD5,23.4256,22.5374,-3.792,1
CAL-R00208,STD6,51.5363,52.5483,1.964,1
CAL-R00208,STD7,113.3799,115.349,1.737,1
CAL-R00208,STD8,249.4358,264.8526,6.181,1
CAL-R00209,STD1,0.5,0.4744,-5.129,1
CAL-R00209,STD2,1.1,1.0438,-5.112,1
CAL-R00209,STD3,2.42,2.2441,-7.268,1
CAL-R00209,STD4,5.324,5.2026,-2.28,1
CAL-R00209,STD5,11.7128,10.9818,-6.241,1
CAL-R00209,STD6,25.7682,23.9597,-7.018,1
CAL-R00209,STD7,56.69,52.6559,-7.116,1
CAL-R00209,STD8,124.7179,117.9219,-5.449,1
CAL-R00210,STD1,2.0,2.1034,5.171,1
CAL-R00210,STD2,4.4,4.7817,8.675,1
CAL-R00210,STD3,9.68,10.5664,9.157,1
CAL-R00210,STD4,21.296,23.5864,10.755,1
CAL-R00210,STD5,46.8512,50.6351,8.076,1
CAL-R00210,STD6,103.0726,110.3628,7.073,1
CAL-R00210,STD7,226.7598,235.4828,3.847,1
CAL-R00210,STD8,498.8716,549.2618,10.101,1
CAL-R00211,STD1,1.0,0.9712,-2.883,1
CAL-R00211,STD2,2.2,2.1114,-4.025,1
CAL-R00211,STD3,4.84,4.8817,0.861,1
CAL-R00211,STD4,10.648,10.6398,-0.077,1
CAL-R00211,STD5,23.4256,23.0885,-1.439,1
CAL-R00211,STD6,51.5363,49.938,-3.101,1
CAL-R00211,STD7,113.3799,116.1289,2.425,1
CAL-R00211,STD8,249.4358,260.9527,4.617,1
CAL-R00212,STD1,0.5,0.4993,-0.133,1
CAL-R00212,STD2,1.1,1.0919,-0.74,1
CAL-R00212,STD3,2.42,2.4044,-0.645,1
CAL-R00212,STD4,5.324,4.9674,-6.699,1
CAL-R00212,STD5,11.7128,11.7104,-0.02,1
CAL-R00212,STD6,25.7682,25.9655,0.766,1
CAL-R00212,STD7,56.69,55.1928,-2.641,1
CAL-R00212,STD8,124.7179,128.5033,3.035,1
CAL-R00213,STD1,2.0,2.1612,8.061,1
CAL-R00213,STD2,4.4,4.7331,7.569,1
CAL-R00213,STD3,9.68,10.107,4.411,1
CAL-R00213,STD4,21.296,23.0173,8.083,1
CAL-R00213,STD5,46.8512,50.3271,7.419,1
CAL-R00213,STD6,103.0726,105.5284,2.383,1
CAL-R00213,STD7,226.7598,237.6802,4.816,1
CAL-R00213,STD8,498.8716,524.1565,5.068,1
CAL-R00214,STD1,1.0,1.0155,1.547,1
CAL-R00214,STD2,2.2,2.2146,0.662,1
CAL-R00214,STD3,4.84,4.9875,3.048,1
CAL-R00214,STD4,10.648,10.9785,3.104,1
CAL-R00214,STD5,23.4256,23.4926,0.286,1
CAL-R00214,STD6,51.5363,52.4272,1.729,1
CAL-R00214,STD7,113.3799,115.4344,1.812,1
CAL-R00214,STD8,249.4358,238.1036,-4.543,1
CAL-R00215,STD1,0.5,0.4904,-1.922,1
CAL-R00215,STD2,1.1,1.0561,-3.993,1
CAL-R00215,STD3,2.42,2.4539,1.399,1
CAL-R00215,STD4,5.324,5.1244,-3.749,1
CAL-R00215,STD5,11.7128,12.2029,4.184,1
CAL-R00215,STD6,25.7682,25.5756,-0.747,1
CAL-R00215,STD7,56.69,53.5074,-5.614,1
CAL-R00215,STD8,124.7179,126.6015,1.51,1
CAL-R00216,STD1,2.0,2.1936,9.679,1
CAL-R00216,STD2,4.4,4.4987,2.242,1
CAL-R00216,STD3,9.68,10.4231,7.677,1
CAL-R00216,STD4,21.296,21.807,2.399,1
CAL-R00216,STD5,46.8512,49.4167,5.476,1
CAL-R00216,STD6,103.0726,107.584,4.377,1
CAL-R00216,STD7,226.7598,236.9653,4.501,1
CAL-R00216,STD8,498.8716,525.6642,5.371,1
CAL-R00217,STD1,1.0,1.0047,0.466,1
CAL-R00217,STD2,2.2,2.3122,5.1,1
CAL-R00217,STD3,4.84,4.7275,-2.325,1
CAL-R00217,STD4,10.648,10.9099,2.46,1
CAL-R00217,STD5,23.4256,23.1072,-1.359,1
CAL-R00217,STD6,51.5363,52.2529,1.39,1
CAL-R00217,STD7,113.3799,114.176,0.702,1
CAL-R00217,STD8,249.4358,256.8101,2.956,1
CAL-R00218,STD1,0.5,0.4789,-4.227,1
CAL-R00218,STD2,1.1,1.013,-7.905,1
CAL-R00218,STD3,2.42,2.2624,-6.514,1
CAL-R00218,STD4,5.324,4.8759,-8.416,1
CAL-R00218,STD5,11.7128,11.0665,-5.518,1
CAL-R00218,STD6,25.7682,25.7254,-0.166,1
CAL-R00218,STD7,56.69,53.6067,-5.439,1
CAL-R00218,STD8,124.7179,115.3853,-7.483,1
CAL-R00219,STD1,2.0,2.0123,0.615,1
CAL-R00219,STD2,4.4,4.8116,9.355,1
CAL-R00219,STD3,9.68,11.4453,18.236,0
CAL-R00219,STD4,21.296,21.8127,2.426,1
CAL-R00219,STD5,46.8512,52.6769,12.434,1
CAL-R00219,STD6,103.0726,109.6477,6.379,1
CAL-R00219,STD7,226.7598,231.421,2.056,1
CAL-R00219,STD8,498.8716,468.7127,-6.045,1
CAL-R00220,STD1,1.0,0.9616,-3.836,1
CAL-R00220,STD2,2.2,2.1598,-1.827,1
CAL-R00220,STD3,4.84,4.8661,0.539,1
CAL-R00220,STD4,10.648,10.4687,-1.684,1
CAL-R00220,STD5,23.4256,23.7765,1.498,1
CAL-R00220,STD6,51.5363,52.1638,1.217,1
CAL-R00220,STD7,113.3799,115.6077,1.965,1
CAL-R00220,STD8,249.4358,257.7846,3.347,1
CAL-R00221,STD1,0.5,0.4987,-0.255,1
CAL-R00221,STD2,1.1,1.0992,-0.072,1
CAL-R00221,STD3,2.42,2.4863,2.741,1
CAL-R00221,STD4,5.324,5.3534,0.553,1
CAL-R00221,STD5,11.7128,11.74,0.233,1
CAL-R00221,STD6,25.7682,24.2826,-5.765,1
CAL-R00221,STD7,56.69,58.1385,2.555,1
CAL-R00221,STD8,124.7179,127.605,2.315,1
CAL-R00222,STD1,2.0,2.1171,5.857,1
CAL-R00222,STD2,4.4,4.5402,3.187,1
CAL-R00222,STD3,9.68,10.3149,6.559,1
CAL-R00222,STD4,21.296,22.2275,4.374,1
CAL-R00222,STD5,46.8512,49.1762,4.963,1
CAL-R00222,STD6,103.0726,110.4834,7.19,1
CAL-R00222,STD7,226.7598,238.6169,5.229,1
CAL-R00222,STD8,498.8716,530.3812,6.316,1
CAL-R00223,STD1,1.0,0.9947,-0.526,1
CAL-R00223,STD2,2.2,2.1347,-2.968,1
CAL-R00223,STD3,4.84,5.0255,3.833,1
CAL-R00223,STD4,10.648,10.5909,-0.537,1
CAL-R00223,STD5,23.4256,23.0149,-1.753,1
CAL-R00223,STD6,51.5363,51.5505,0.027,1
CAL-R00223,STD7,113.3799,115.2886,1.683,1
CAL-R00223,STD8,249.4358,241.5556,-3.159,1
CAL-R00224,STD1,0.5,0.5003,0.066,1
CAL-R00224,STD2,1.1,1.0846,-1.401,1
CAL-R00224,STD3,2.42,2.3518,-2.816,1
CAL-R00224,STD4,5.324,5.2423,-1.534,1
CAL-R00224,STD5,11.7128,11.4176,-2.521,1
CAL-R00224,STD6,25.7682,25.4729,-1.146,1
CAL-R00224,STD7,56.69,56.7166,0.047,1
CAL-R00224,STD8,124.7179,121.4726,-2.602,1
CAL-R00225,STD1,2.0,2.1362,6.808,1
CAL-R00225,STD2,4.4,4.7618,8.223,1
CAL-R00225,STD3,9.68,10.0876,4.21,1
CAL-R00225,STD4,21.296,22.3014,4.721,1
CAL-R00225,STD5,46.8512,49.9368,6.586,1
CAL-R00225,STD6,103.0726,108.3914,5.16,1
CAL-R00225,STD7,226.7598,250.6535,10.537,1
CAL-R00225,STD8,498.8716,499.6299,0.152,1
CAL-R00226,STD1,1.0,1.0472,4.72,1
CAL-R00226,STD2,2.2,2.2398,1.81,1
CAL-R00226,STD3,4.84,4.7427,-2.01,1
CAL-R00226,STD4,10.648,10.9391,2.734,1
CAL-R00226,STD5,23.4256,23.3641,-0.262,1
CAL-R00226,STD6,51.5363,50.9837,-1.072,1
CAL-R00226,STD7,113.3799,111.2451,-1.883,1
CAL-R00226,STD8,249.4358,255.6912,2.508,1
CAL-R00227,STD1,0.5,0.5013,0.263,1
CAL-R00227,STD2,1.1,1.0126,-7.95,1
CAL-R00227,STD3,2.42,2.3643,-2.301,1
CAL-R00227,STD4,5.324,5.0005,-6.077,1
CAL-R00227,STD5,11.7128,10.7375,-8.327,1
CAL-R00227,STD6,25.7682,23.521,-8.721,1
CAL-R00227,STD7,56.69,53.6534,-5.356,1
CAL-R00227,STD8,124.7179,119.4504,-4.224,1
CAL-R00228,STD1,2.0,2.0441,2.203,1
CAL-R00228,STD2,4.4,4.9329,12.112,1
CAL-R00228,STD3,9.68,9.7795,1.028,1
CAL-R00228,STD4,21.296,23.0431,8.204,1
CAL-R00228,STD5,46.8512,54.2023,15.69,0
CAL-R00228,STD6,103.0726,104.429,1.316,1
CAL-R00228,STD7,226.7598,249.6309,10.086,1
CAL-R00228,STD8,498.8716,548.2274,9.893,1
CAL-R00229,STD1,1.0,1.0191,1.913,1
CAL-R00229,STD2,2.2,2.1351,-2.951,1
CAL-R00229,STD3,4.84,4.8433,0.069,1
CAL-R00229,STD4,10.648,10.3963,-2.364,1
CAL-R00229,STD5,23.4256,23.7532,1.398,1
CAL-R00229,STD6,51.5363,50.0933,-2.8,1
CAL-R00229,STD7,113.3799,114.0016,0.548,1
CAL-R00229,STD8,249.4358,262.6149,5.284,1
CAL-R00230,STD1,0.5,0.4672,-6.566,1
CAL-R00230,STD2,1.1,1.1175,1.595,1
CAL-R00230,STD3,2.42,2.4414,0.886,1
CAL-R00230,STD4,5.324,5.2037,-2.259,1
CAL-R00230,STD5,11.7128,11.8098,0.828,1
CAL-R00230,STD6,25.7682,26.6091,3.263,1
CAL-R00230,STD7,56.69,57.8623,2.068,1
CAL-R00230,STD8,124.7179,125.7337,0.814,1
CAL-R00231,STD1,2.0,2.134,6.7,1
CAL-R00231,STD2,4.4,4.7054,6.941,1
CAL-R00231,STD3,9.68,10.3468,6.888,1
CAL-R00231,STD4,21.296,22.453,5.433,1
CAL-R00231,STD5,46.8512,51.7207,10.393,1
CAL-R00231,STD6,103.0726,114.1692,10.766,1
CAL-R00231,STD7,226.7598,241.1108,6.329,1
CAL-R00231,STD8,498.8716,527.2276,5.684,1
CAL-R00232,STD1,1.0,1.0217,2.175,1
CAL-R00232,STD2,2.2,2.1913,-0.395,1
CAL-R00232,STD3,4.84,4.6763,-3.383,1
CAL-R00232,STD4,10.648,11.0798,4.055,1
CAL-R00232,STD5,23.4256,24.432,4.296,1
CAL-R00232,STD6,51.5363,51.1191,-0.81,1
CAL-R00232,STD7,113.3799,114.5346,1.018,1
CAL-R00232,STD8,249.4358,256.1905,2.708,1
CAL-R00233,STD1,0.5,0.4916,-1.683,1
CAL-R00233,STD2,1.1,1.1227,2.066,1
CAL-R00233,STD3,2.42,2.5756,6.429,1
CAL-R00233,STD4,5.324,5.2564,-1.27,1
CAL-R00233,STD5,11.7128,12.0393,2.788,1
CAL-R00233,STD6,25.7682,24.9607,-3.133,1
CAL-R00233,STD7,56.69,57.5207,1.465,1
CAL-R00233,STD8,124.7179,128.1031,2.714,1
CAL-R00234,STD1,2.0,2.1861,9.303,1
CAL-R00234,STD2,4.4,4.7785,8.602,1
CAL-R00234,STD3,9.68,10.273,6.126,1
CAL-R00234,STD4,21.296,22.7176,6.676,1
CAL-R00234,STD5,46.8512,50.8411,8.516,1
CAL-R00234,STD6,103.0726,111.9663,8.629,1
CAL-R00234,STD7,226.7598,247.8757,9.312,1
CAL-R00234,STD8,498.8716,568.3405,13.925,1
CAL-R00235,STD1,1.0,1.0265,2.651,1
CAL-R00235,STD2,2.2,2.0751,-5.678,1
CAL-R00235,STD3,4.84,4.991,3.119,1
CAL-R00235,STD4,10.648,10.7165,0.643,1
CAL-R00235,STD5,23.4256,24.2162,3.375,1
CAL-R00235,STD6,51.5363,52.2256,1.337,1
CAL-R00235,STD7,113.3799,112.8536,-0.464,1
CAL-R00235,STD8,249.4358,237.0821,-4.953,1
CAL-R00236,STD1,0.5,0.4577,-8.465,1
CAL-R00236,STD2,1.1,1.0933,-0.611,1
CAL-R00236,STD3,2.42,2.3235,-3.988,1
CAL-R00236,STD4,5.324,4.9356,-7.296,1
CAL-R00236,STD5,11.7128,10.7021,-8.629,1
CAL-R00236,STD6,25.7682,24.8815,-3.441,1
CAL-R00236,STD7,56.69,52.3827,-7.598,1
CAL-R00236,STD8,124.7179,114.5233,-8.174,1
CAL-R00237,STD1,2.0,1.9919,-0.407,1
CAL-R00237,STD2,4.4,4.6757,6.265,1
CAL-R00237,STD3,9.68,10.1662,5.023,1
CAL-R00237,STD4,21.296,23.879,12.129,1
CAL-R00237,STD5,46.8512,48.219,2.92,1
CAL-R00237,STD6,103.0726,110.2844,6.997,1
CAL-R00237,STD7,226.7598,239.5594,5.645,1
CAL-R00237,STD8,498.8716,512.5945,2.751,1
CAL-R00238,STD1,1.0,0.9929,-0.711,1
CAL-R00238,STD2,2.2,2.2902,4.098,1
CAL-R00238,STD3,4.84,4.8193,-0.427,1
CAL-R00238,STD4,10.648,10.9371,2.715,1
CAL-R00238,STD5,23.4256,23.5854,0.682,1
CAL-R00238,STD6,51.5363,48.8309,-5.249,1
CAL-R00238,STD7,113.3799,108.7796,-4.057,1
CAL-R00238,STD8,249.4358,248.3793,-0.424,1
CAL-R00239,STD1,0.5,0.503,0.596,1
CAL-R00239,STD2,1.1,1.0656,-3.124,1
CAL-R00239,STD3,2.42,2.4058,-0.585,1
CAL-R00239,STD4,5.324,5.275,-0.919,1
CAL-R00239,STD5,11.7128,11.4353,-2.369,1
CAL-R00239,STD6,25.7682,23.5698,-8.531,1
CAL-R00239,STD7,56.69,56.7392,0.087,1
CAL-R00239,STD8,124.7179,124.9033,0.149,1
CAL-R00240,STD1,2.0,1.9598,-2.008,1
CAL-R00240,STD2,4.4,4.4668,1.519,1
CAL-R00240,STD3,9.68,9.9074,2.35,1
CAL-R00240,STD4,21.296,22.2322,4.396,1
CAL-R00240,STD5,46.8512,50.1112,6.958,1
CAL-R00240,STD6,103.0726,107.1957,4.0,1
CAL-R00240,STD7,226.7598,233.9909,3.189,1
CAL-R00240,STD8,498.8716,508.6908,1.968,1
CAL-R00241,STD1,1.0,0.9683,-3.174,1
CAL-R00241,STD2,2.2,2.3195,5.433,1
CAL-R00241,STD3,4.84,4.8299,-0.21,1
CAL-R00241,STD4,10.648,10.2343,-3.885,1
CAL-R00241,STD5,23.4256,23.6458,0.94,1
CAL-R00241,STD6,51.5363,51.2549,-0.546,1
CAL-R00241,STD7,113.3799,115.8517,2.18,1
CAL-R00241,STD8,249.4358,260.196,4.314,1
CAL-R00242,STD1,0.5,0.508,1.608,1
CAL-R00242,STD2,1.1,1.1058,0.53,1
CAL-R00242,STD3,2.42,2.2906,-5.348,1
CAL-R00242,STD4,5.324,5.2803,-0.82,1
CAL-R00242,STD5,11.7128,11.1975,-4.4,1
CAL-R00242,STD6,25.7682,24.714,-4.091,1
CAL-R00242,STD7,56.69,54.2218,-4.354,1
CAL-R00242,STD8,124.7179,123.5004,-0.976,1
CAL-R00243,STD1,2.0,2.0912,4.562,1
CAL-R00243,STD2,4.4,4.6649,6.02,1
CAL-R00243,STD3,9.68,10.2878,6.279,1
CAL-R00243,STD4,21.296,23.6657,11.127,1
CAL-R00243,STD5,46.8512,46.9545,0.22,1
CAL-R00243,STD6,103.0726,109.3654,6.105,1
CAL-R00243,STD7,226.7598,240.5184,6.067,1
CAL-R00243,STD8,498.8716,523.8897,5.015,1
CAL-R00244,STD1,1.0,1.0059,0.592,1
CAL-R00244,STD2,2.2,2.2296,1.348,1
CAL-R00244,STD3,4.84,4.7718,-1.409,1
CAL-R00244,STD4,10.648,10.5664,-0.767,1
CAL-R00244,STD5,23.4256,23.4622,0.156,1
CAL-R00244,STD6,51.5363,52.5808,2.027,1
CAL-R00244,STD7,113.3799,115.1075,1.524,1
CAL-R00244,STD8,249.4358,242.9537,-2.599,1
CAL-R00245,STD1,0.5,0.4492,-10.16,1
CAL-R00245,STD2,1.1,1.0197,-7.296,1
CAL-R00245,STD3,2.42,2.1791,-9.956,1
CAL-R00245,STD4,5.324,4.9776,-6.507,1
CAL-R00245,STD5,11.7128,10.9103,-6.852,1
CAL-R00245,STD6,25.7682,23.3675,-9.316,1
CAL-R00245,STD7,56.69,52.4488,-7.481,1
CAL-R00245,STD8,124.7179,116.9508,-6.228,1
CAL-R00246,STD1,2.0,2.0603,3.014,1
CAL-R00246,STD2,4.4,4.7401,7.729,1
CAL-R00246,STD3,9.68,11.1819,15.516,0
CAL-R00246,STD4,21.296,24.8477,16.678,0
CAL-R00246,STD5,46.8512,54.2689,15.833,0
CAL-R00246,STD6,103.0726,118.3992,14.87,1
CAL-R00246,STD7,226.7598,275.2194,21.37,0
CAL-R00246,STD8,498.8716,553.4598,10.942,1
CAL-R00247,STD1,1.0,0.9878,-1.215,1
CAL-R00247,STD2,2.2,2.1915,-0.388,1
CAL-R00247,STD3,4.84,4.9388,2.042,1
CAL-R00247,STD4,10.648,10.4645,-1.724,1
CAL-R00247,STD5,23.4256,23.6426,0.926,1
CAL-R00247,STD6,51.5363,52.1356,1.163,1
CAL-R00247,STD7,113.3799,112.7353,-0.569,1
CAL-R00247,STD8,249.4358,241.0115,-3.377,1
CAL-R00248,STD1,0.5,0.5143,2.864,1
CAL-R00248,STD2,1.1,1.0248,-6.839,1
CAL-R00248,STD3,2.42,2.4503,1.25,1
CAL-R00248,STD4,5.324,5.1999,-2.33,1
CAL-R00248,STD5,11.7128,11.3837,-2.81,1
CAL-R00248,STD6,25.7682,25.3148,-1.759,1
CAL-R00248,STD7,56.69,59.5411,5.029,1
CAL-R00248,STD8,124.7179,121.2716,-2.763,1
CAL-R00249,STD1,2.0,2.1958,9.789,1
CAL-R00249,STD2,4.4,4.3847,-0.347,1
CAL-R00249,STD3,9.68,10.7648,11.207,1
CAL-R00249,STD4,21.296,22.064,3.606,1
CAL-R00249,STD5,46.8512,49.3853,5.409,1
CAL-R00249,STD6,103.0726,105.312,2.173,1
CAL-R00249,STD7,226.7598,242.597,6.984,1
CAL-R00249,STD8,498.8716,535.9703,7.437,1
CAL-R00250,STD1,1.0,0.95,-5.002,1
CAL-R00250,STD2,2.2,2.2602,2.739,1
CAL-R00250,STD3,4.84,4.809,-0.641,1
CAL-R00250,STD4,10.648,10.3355,-2.934,1
CAL-R00250,STD5,23.4256,23.301,-0.532,1
CAL-R00250,STD6,51.5363,50.7781,-1.471,1
CAL-R00250,STD7,113.3799,109.6704,-3.272,1
CAL-R00250,STD8,249.4358,235.009,-5.784,1
CAL-R00251,STD1,0.5,0.5046,0.928,1
CAL-R00251,STD2,1.1,1.0968,-0.286,1
CAL-R00251,STD3,2.42,2.3382,-3.379,1
CAL-R00251,STD4,5.324,5.335,0.206,1
CAL-R00251,STD5,11.7128,11.9399,1.939,1
